country,food_category,consumption,co2_emmission
Guinea,»Æ¶¹,0,0
Guinea,¼á¹û,4.14,7.33
Nigeria,ÖíÈâ,1.47,5.2
Nigeria,¼ÒÇİ,1.73,1.86
Nigeria,Å£Èâ,2.33,71.9
Nigeria,ÑòÈâ,2.72,95.25
Nigeria,ÓãÈâ,16.03,25.59
Nigeria,¼¦µ°,3.46,3.18
Nigeria,Å£ÄÌ,7.91,11.27
Nigeria,Ğ¡Âó,20.82,3.97
Nigeria,´óÃ×,28.23,36.13
Nigeria,»Æ¶¹,2.6,1.17
Nigeria,¼á¹û,6.93,12.27
Rwanda,ÖíÈâ,0.76,2.69
Rwanda,¼ÒÇİ,1.34,1.44
Rwanda,Å£Èâ,2.53,78.07
Rwanda,ÑòÈâ,1.93,67.59
Rwanda,ÓãÈâ,3.88,6.2
Rwanda,¼¦µ°,0.16,0.15
Rwanda,Å£ÄÌ,7.23,10.3
Rwanda,Ğ¡Âó,11.34,2.16
Rwanda,´óÃ×,8.7,11.13
Rwanda,»Æ¶¹,1.93,0.87
Rwanda,¼á¹û,0.58,1.03
Philippines,ÖíÈâ,18.4,65.13
Philippines,¼ÒÇİ,11.91,12.79
Philippines,Å£Èâ,4.06,125.28
Philippines,ÑòÈâ,0.56,19.61
Philippines,ÓãÈâ,28.51,45.52
Philippines,¼¦µ°,4.02,3.69
Philippines,Å£ÄÌ,15.66,22.31
Philippines,Ğ¡Âó,23.12,4.41
Philippines,´óÃ×,119.44,152.85
Philippines,»Æ¶¹,0.03,0.01
Philippines,¼á¹û,2.08,3.68
Ghana,ÖíÈâ,1.36,4.81
Ghana,¼ÒÇİ,8.63,9.27
Ghana,Å£Èâ,1.09,33.64
Ghana,ÑòÈâ,1.74,60.93
Ghana,ÓãÈâ,26.05,41.59
Ghana,¼¦µ°,1.21,1.11
Ghana,Å£ÄÌ,9.08,12.93
Ghana,Ğ¡Âó,14.45,2.76
Ghana,´óÃ×,32.03,40.99
Ghana,»Æ¶¹,0.01,0
Ghana,¼á¹û,5.56,9.84
Togo,ÖíÈâ,1.57,5.56
Togo,¼ÒÇİ,6.63,7.12
Togo,Å£Èâ,1.53,47.21
Togo,ÑòÈâ,1.58,55.33
Togo,ÓãÈâ,11.69,18.67
Togo,¼¦µ°,0.86,0.79
Togo,Å£ÄÌ,7.96,11.34
Togo,Ğ¡Âó,12.91,2.46
Togo,´óÃ×,25.99,33.26
Togo,»Æ¶¹,0.01,0
Togo,¼á¹û,3.59,6.35
Gambia,ÖíÈâ,0.18,0.64
Gambia,¼ÒÇİ,2.66,2.86
Gambia,Å£Èâ,2.16,66.65
Gambia,ÑòÈâ,0.71,24.86
Gambia,ÓãÈâ,23.13,36.93
Gambia,¼¦µ°,0.99,0.91
Gambia,Å£ÄÌ,45.71,65.11
Gambia,Ğ¡Âó,37.91,7.23
Gambia,´óÃ×,61.84,79.14
Gambia,»Æ¶¹,0,0
Gambia,¼á¹û,5.27,9.33
India,ÖíÈâ,0.28,0.99
India,¼ÒÇİ,1.88,2.02
India,Å£Èâ,0.81,24.99
India,ÑòÈâ,0.58,20.31
India,ÓãÈâ,4.71,7.52
India,¼¦µ°,2.58,2.37
India,Å£ÄÌ,84.5,120.36
India,Ğ¡Âó,60.56,11.55
India,´óÃ×,69.49,88.93
India,»Æ¶¹,0.39,0.18
India,¼á¹û,1.92,3.4
Thailand,ÖíÈâ,13,46.01
Thailand,¼ÒÇİ,13.69,14.71
Thailand,Å£Èâ,2.56,79
Thailand,ÑòÈâ,0.05,1.75
Thailand,ÓãÈâ,19.45,31.06
Thailand,¼¦µ°,12.35,11.34
Thailand,Å£ÄÌ,29.35,41.81
Thailand,Ğ¡Âó,10.93,2.08
Thailand,´óÃ×,114.57,146.62
Thailand,»Æ¶¹,2.13,0.96
Thailand,¼á¹û,1.5,2.66
Mozambique,ÖíÈâ,5.13,18.16
Mozambique,¼ÒÇİ,1.41,1.51
Mozambique,Å£Èâ,1.04,32.09
Mozambique,ÑòÈâ,0.9,31.52
Mozambique,ÓãÈâ,7.74,12.36
Mozambique,¼¦µ°,1.7,1.56
Mozambique,Å£ÄÌ,4.79,6.82
Mozambique,Ğ¡Âó,14.65,2.79
Mozambique,´óÃ×,23.41,29.96
Mozambique,»Æ¶¹,0.03,0.01
Mozambique,¼á¹û,2.61,4.62
Cambodia,ÖíÈâ,6.52,23.08
Cambodia,¼ÒÇİ,1.84,1.98
Cambodia,Å£Èâ,4.85,149.66
Cambodia,ÑòÈâ,0,0
Cambodia,ÓãÈâ,39.59,63.21
Cambodia,¼¦µ°,1.37,1.26
Cambodia,Å£ÄÌ,3.47,4.94
Cambodia,Ğ¡Âó,2.74,0.52
Cambodia,´óÃ×,159.1,203.6
Cambodia,»Æ¶¹,4.33,1.95
Cambodia,¼á¹û,1.25,2.21
Sierra Leone,ÖíÈâ,1.22,4.32
Sierra Leone,¼ÒÇİ,4.97,5.34
Sierra Leone,Å£Èâ,1.99,61.41
Sierra Leone,ÑòÈâ,0.65,22.76
Sierra Leone,ÓãÈâ,32.03,51.14
Sierra Leone,¼¦µ°,1.92,1.76
Sierra Leone,Å£ÄÌ,7,9.97
Sierra Leone,Ğ¡Âó,8.72,1.66
Sierra Leone,´óÃ×,103.3,132.19
Sierra Leone,»Æ¶¹,0,0
Sierra Leone,¼á¹û,5.57,9.86
Sri Lanka,ÖíÈâ,0.05,0.18
Sri Lanka,¼ÒÇİ,4.96,5.33
Sri Lanka,Å£Èâ,1.38,42.58
Sri Lanka,ÑòÈâ,0.09,3.15
Sri Lanka,ÓãÈâ,24.92,39.79
Sri Lanka,¼¦µ°,4.57,4.2
Sri Lanka,Å£ÄÌ,34.98,49.83
Sri Lanka,Ğ¡Âó,37.01,7.06
Sri Lanka,´óÃ×,109.72,140.41
Sri Lanka,»Æ¶¹,0,0
Sri Lanka,¼á¹û,1.09,1.93
Indonesia,ÖíÈâ,2.98,10.55
Indonesia,¼ÒÇİ,7.5,8.06
Indonesia,Å£Èâ,2.59,79.92
Indonesia,ÑòÈâ,0.46,16.11
Indonesia,ÓãÈâ,25.65,40.95
Indonesia,¼¦µ°,4.88,4.48
Indonesia,Å£ÄÌ,14.82,21.11
Indonesia,Ğ¡Âó,25.45,4.85
Indonesia,´óÃ×,134.62,172.27
Indonesia,»Æ¶¹,1.12,0.5
Indonesia,¼á¹û,4.92,8.71
Liberia,ÖíÈâ,4.01,14.19
Liberia,¼ÒÇİ,8.91,9.57
Liberia,Å£Èâ,0.78,24.07
Liberia,ÑòÈâ,0.48,16.81
Liberia,ÓãÈâ,4.13,6.59
Liberia,¼¦µ°,2.05,1.88
Liberia,Å£ÄÌ,3.04,4.33
Liberia,Ğ¡Âó,10.95,2.09
Liberia,´óÃ×,94.75,121.25
Liberia,»Æ¶¹,0.63,0.28
Liberia,¼á¹û,1.31,2.32
Bangladesh,ÖíÈâ,0,0
Bangladesh,¼ÒÇİ,1.4,1.5
Bangladesh,Å£Èâ,1.28,39.5
Bangladesh,ÑòÈâ,1.33,46.58
Bangladesh,ÓãÈâ,18.07,28.85
Bangladesh,¼¦µ°,2.08,1.91
Bangladesh,Å£ÄÌ,21.91,31.21
Bangladesh,Ğ¡Âó,17.47,3.33
Bangladesh,´óÃ×,171.73,219.76
Bangladesh,»Æ¶¹,0.61,0.27
Bangladesh,¼á¹û,0.72,1.27
